restaurant_name,area,parking_id,hour,day_of_week,is_weekend,occupied_slots,total_slots,occupancy_rate,is_peak_hour
Crawl Street,koramangala 7th block,205,12,1,0,158,289,0.546712803,0
B Bhagat Tarachand,lavelle road,2000,7,6,1,103,121,0.851239669,1
Cafe Madhura,"byresandra,tavarekere,madiwala",2510,13,6,1,177,230,0.769565217,0
Ishta Upahar,brigade road,344,7,0,0,63,214,0.294392523,1
Momoz,"byresandra,tavarekere,madiwala",2484,11,5,1,72,217,0.331797235,0
Khaja Point,"byresandra,tavarekere,madiwala",282,17,4,0,209,212,0.985849057,1
Orzuv,whitefield,1584,23,2,0,100,216,0.462962963,0
Sharma Ji Chaats And Desi khana,basavanagudi,290,1,5,1,103,262,0.393129771,0
Chatpatlal Sweets & Snacks,whitefield,686,13,0,0,189,264,0.715909091,0
Galli Belly,indiranagar,353,16,0,0,67,237,0.282700422,0
Eurasia Pasta and Barbeque by Little Italy,jayanagar,1797,20,4,0,23,223,0.103139013,1
Breakfast House,brookefield,1436,19,3,0,188,243,0.773662551,1
Hammered,hsr,2684,19,6,1,154,273,0.564102564,1
Priyadarshini,sarjapur road,1228,3,2,0,48,152,0.315789474,0
Tawa Fresh,kalyan nagar,1280,7,4,0,24,96,0.25,1
Kudla - Coraltree,malleshwaram,1791,14,4,0,24,68,0.352941176,0
Keto Kitchen,indiranagar,2274,17,3,0,178,265,0.671698113,1
Sabari Juice Junction,indiranagar,1647,14,5,1,25,268,0.093283582,0
Mirch Masala,bannerghatta road,1824,23,5,1,43,105,0.40952381,0
Foodie's Affair,kalyan nagar,2183,22,6,1,63,120,0.525,0
Sadi's Biriyani,frazer town,1139,10,5,1,106,259,0.409266409,1
Roast 'N' Frost,malleshwaram,2726,13,1,0,230,296,0.777027027,0
24@43 - The Oterra,electronic city,2747,10,2,0,134,218,0.614678899,1
Inchara Restaurant,kalyan nagar,2635,18,4,0,20,233,0.08583691,1
Delish Chinese Fast Food,kalyan nagar,795,2,5,1,122,226,0.539823009,0
Burger Garden,"byresandra,tavarekere,madiwala",675,2,0,0,54,115,0.469565217,0
Mangala Hotel,bellandur,2616,23,3,0,150,177,0.847457627,0
Asgardian Moreover Chai,"byresandra,tavarekere,madiwala",1776,23,3,0,201,227,0.885462555,0
Neema Restaurant,sarjapur road,1305,8,5,1,205,287,0.714285714,1
Night Booze,indiranagar,2416,15,2,0,163,204,0.799019608,0
Gooey & Fluffy,bellandur,2001,8,6,1,143,156,0.916666667,1
South Grand,banashankari,2430,5,3,0,170,282,0.602836879,0
Tapout Tavern,bellandur,1731,2,2,0,46,212,0.216981132,0
Timepass Dinner,banashankari,416,7,3,0,49,183,0.267759563,1
English Channel,basavanagudi,1183,6,0,0,10,269,0.037174721,0
Black Rock Cafe,marathahalli,351,14,0,0,206,206,1,0
New Udupi Upahara,kalyan nagar,48,23,1,0,215,287,0.74912892,0
Zatar House,bannerghatta road,2351,22,6,1,129,135,0.955555556,0
Bengaluru House,hsr,2508,11,6,1,57,225,0.253333333,0
Zam Zam Darbar,"byresandra,tavarekere,madiwala",1980,11,5,1,93,288,0.322916667,0
Mr. Anbu'g Ambur Biryani,brigade road,1036,3,1,0,95,187,0.50802139,0
La Casa Brewery And Kitchen,bellandur,2236,3,2,0,32,72,0.444444444,0
Indigo X II P,hsr,729,8,2,0,172,293,0.587030717,1
Calcutta Victoria Chat House,kammanahalli,685,12,0,0,31,185,0.167567568,0
Monarch,lavelle road,1314,17,5,1,143,244,0.586065574,1
Utse Kitchen,indiranagar,1235,10,2,0,75,165,0.454545455,1
Sip N Bite,hsr,1096,15,3,0,111,272,0.408088235,0
Chaipatty,old airport road,204,11,1,0,131,238,0.550420168,0
Dragon Box,brookefield,1605,20,3,0,34,251,0.135458167,1
Loafers,whitefield,690,17,0,0,82,104,0.788461538,1
Kolbeh,banashankari,2333,4,6,1,197,212,0.929245283,0
Pure & Natural,banashankari,840,23,6,1,210,295,0.711864407,0
Third Wave Coffee Roasters @ The Bohemian House,lavelle road,2365,12,0,0,26,148,0.175675676,0
Cakesta,brookefield,1220,19,1,0,13,116,0.112068966,1
Falahaar,koramangala 4th block,2672,7,6,1,163,237,0.687763713,1
Midnight Express,"byresandra,tavarekere,madiwala",159,14,6,1,43,134,0.320895522,0
Telugu Velugu,bellandur,1891,18,1,0,132,237,0.556962025,1
Fusion Tadka,bellandur,1745,16,2,0,160,196,0.816326531,0
Tiffanys,brigade road,2326,21,5,1,45,140,0.321428571,0
Kidilum,bellandur,169,0,0,0,19,58,0.327586207,0
Nirvana Bar - Manipal County,electronic city,2316,11,5,1,71,231,0.307359307,0
Sober Turtle,koramangala 5th block,1797,20,4,0,23,223,0.103139013,1
Falafel's - The Lebanese Haus,"byresandra,tavarekere,madiwala",833,16,6,1,98,260,0.376923077,0
Mr. Chef,new bel road,2393,16,1,0,166,232,0.715517241,0
3 Leafs,marathahalli,1979,10,5,1,102,187,0.545454545,1
Shree Venkateshwara North Karnataka Hotel,banashankari,869,4,1,0,158,233,0.678111588,0
Chatora,brookefield,904,15,2,0,118,187,0.631016043,0
Lakshmi Bhog Sweets and Snacks,old airport road,1206,5,1,0,132,277,0.476534296,0
SR Choco Station,bannerghatta road,2477,4,5,1,87,115,0.756521739,0
Maia - Eat | Bake | Mom,hsr,2388,11,1,0,91,136,0.669117647,0
Kitchen Online,brookefield,796,3,5,1,191,247,0.773279352,0
The Punjabi,bellandur,772,3,4,0,56,183,0.306010929,0
Nakkshatra,indiranagar,1299,2,5,1,104,161,0.645962733,0
The Chennai Express,indiranagar,481,0,6,1,131,201,0.651741294,0
Opt For Fitness,kalyan nagar,1366,21,0,0,17,87,0.195402299,0
Vinaya Royal Inn,electronic city,251,10,3,0,70,154,0.454545455,1
Atithi Satkaar,lavelle road,2518,21,6,1,90,283,0.318021201,0
Tasty Treat,hsr,2571,2,2,0,32,153,0.209150327,0
Shabari Kitchen,"byresandra,tavarekere,madiwala",2694,5,0,0,94,126,0.746031746,0
TLP Cafe,malleshwaram,647,22,5,1,152,272,0.558823529,0
Cup Chronicles Cafe,indiranagar,1020,11,0,0,13,227,0.057268722,0
La Grande Cafe,basavanagudi,1466,1,5,1,91,161,0.565217391,0
Hotel Marina,koramangala 4th block,558,5,2,0,57,212,0.268867925,0
Geetha Cafe,hsr,1339,18,6,1,62,144,0.430555556,1
The Jungle Terrace,brigade road,2024,7,0,0,223,288,0.774305556,1
Harima,brigade road,1737,8,2,0,65,160,0.40625,1
Sri Krishna Foodline,brigade road,944,7,4,0,52,224,0.232142857,1
Bisimillah Biriyani,"byresandra,tavarekere,madiwala",1623,14,4,0,155,267,0.580524345,0
Nadeem's Kitchen,kalyan nagar,2771,10,3,0,28,254,0.11023622,1
Patiala Lassi,lavelle road,2597,4,3,0,47,176,0.267045455,0
Rayaan's Restaurant,hsr,447,14,4,0,66,147,0.448979592,0
Sree Krishna Kafe,brookefield,2518,21,6,1,90,283,0.318021201,0
Feast and Burp,bannerghatta road,1448,7,4,0,55,175,0.314285714,1
Golden Restaurant,"byresandra,tavarekere,madiwala",938,1,4,0,125,279,0.448028674,0
Venkateshwara Sweets and Restaurant,bannerghatta road,394,9,2,0,113,156,0.724358974,1
Big Wong XL,"byresandra,tavarekere,madiwala",1523,10,0,0,89,251,0.354581673,1
Aaranya Restaurant,"byresandra,tavarekere,madiwala",1183,6,0,0,10,269,0.037174721,0
Cafe China,kalyan nagar,2444,19,3,0,126,263,0.479087452,1
Sri Lakshmi Vaibhav,brookefield,452,19,4,0,239,290,0.824137931,1
Squeez Juice Bar,whitefield,2182,21,6,1,70,108,0.648148148,0
Lalbagh Grand,banashankari,81,8,3,0,63,154,0.409090909,1
Ujwal Bar & Restaurant,malleshwaram,1997,4,6,1,94,175,0.537142857,0
Prasiddhi Food Corner,bannerghatta road,2726,13,1,0,230,296,0.777027027,0
Amnesia - The Poolside Bar,brigade road,527,22,0,0,82,145,0.565517241,0
Goofy's,indiranagar,1299,2,5,1,104,161,0.645962733,0
Zanzibar - Davanam Sarovar Portico Suites,"byresandra,tavarekere,madiwala",368,7,1,0,141,185,0.762162162,1
Star Ambur Dum Biryani,electronic city,1811,10,5,1,81,122,0.663934426,1
Aami Bangali,"byresandra,tavarekere,madiwala",395,10,2,0,161,241,0.668049793,1
B Bhagat Tarachand,lavelle road,1579,18,2,0,59,246,0.239837398,1
Chatar Patar,jayanagar,887,22,1,0,215,285,0.754385965,0
Food Treat,bellandur,535,6,1,0,125,239,0.523012552,0
Dhaba Estd 1986 Delhi,marathahalli,351,14,0,0,206,206,1,0
Malabar Cafe,bannerghatta road,979,18,5,1,176,254,0.692913386,1
Barbeque Delight,electronic city,2691,2,0,0,209,278,0.751798561,0
Madurai Idly Dosai Centre,kalyan nagar,2257,0,3,0,106,171,0.619883041,0
Ishta Upahar,brigade road,599,22,3,0,139,218,0.637614679,0
Benzys,"byresandra,tavarekere,madiwala",2763,2,3,0,49,293,0.167235495,0
SLV Corner Restaurant,banashankari,771,2,4,0,74,218,0.339449541,0
Hotel Narmada Andhra Style,sarjapur road,1235,10,2,0,75,165,0.454545455,1
ChopServe,hsr,1531,18,0,0,37,169,0.218934911,1
Nalaas Aapakadai,whitefield,1894,21,1,0,126,283,0.445229682,0
Funjabi,lavelle road,1128,23,4,0,182,298,0.610738255,0
Curry with a 'K' - St. Mark's Hotel,brigade road,1236,11,2,0,117,142,0.823943662,0
Kulfreeze,basavanagudi,2255,22,2,0,64,205,0.312195122,0
Kaati Zone,malleshwaram,1659,2,6,1,155,276,0.561594203,0
Blue Tokai Coffee Roasters,"byresandra,tavarekere,madiwala",2430,5,3,0,170,282,0.602836879,0
Families Food Court,hsr,1395,2,2,0,181,262,0.690839695,0
Sri Bhagya Grand,"byresandra,tavarekere,madiwala",169,0,0,0,19,58,0.327586207,0
The Chocolate Heaven - Cakes,kalyan nagar,1845,20,6,1,37,199,0.185929648,1
Marunadan Kada,"byresandra,tavarekere,madiwala",2629,12,4,0,83,272,0.305147059,0
The Chocolate Room,electronic city,1976,7,5,1,98,292,0.335616438,1
The Tucck Box,jp nagar,34,9,1,0,191,218,0.876146789,1
Juicy Hut,bannerghatta road,2780,19,3,0,62,223,0.278026906,1
Red Rhino,whitefield,472,15,5,1,13,188,0.069148936,0
Palki's,bellandur,2079,14,2,0,191,282,0.677304965,0
Sanky's Burger House,frazer town,2313,8,5,1,50,57,0.877192982,1
Vov Shawarma,electronic city,1241,16,2,0,99,117,0.846153846,0
Rolling Waffles,rajajinagar,1494,5,6,1,202,296,0.682432432,0
Bhukkad,bannerghatta road,1519,6,0,0,107,253,0.422924901,0
Swad-Deshi Restaurant,brookefield,2473,0,5,1,87,115,0.756521739,0
Vennela Andhra Meals,banashankari,425,16,3,0,37,175,0.211428571,0
Eden Park,brigade road,2266,9,3,0,44,230,0.191304348,1
Cave N Dine,rajajinagar,535,6,1,0,125,239,0.523012552,0
Desi Cream Junction,banashankari,1242,17,2,0,190,242,0.785123967,1
Odia By Nature,brookefield,176,7,0,0,36,70,0.514285714,1
3 Spice,koramangala 7th block,2134,21,4,0,31,89,0.348314607,0
Lakshmi Mess,malleshwaram,1682,1,0,0,232,245,0.946938776,0
Spice,electronic city,897,8,2,0,173,284,0.60915493,1
The Tiffin Express,koramangala 4th block,2009,16,6,1,25,123,0.203252033,0
Kadamba Foodline,indiranagar,1926,5,3,0,91,158,0.575949367,0
Hotel Masti,electronic city,121,0,5,1,114,194,0.587628866,0
Sanchez,brigade road,1938,17,3,0,140,257,0.544747082,1
Blue Ginger - The Taj West End,church street,2768,7,3,0,219,274,0.799270073,1
Arogya Thaana,whitefield,1040,7,1,0,209,254,0.822834646,1
Kadai Crust - Amma Veetu Samayal,church street,1816,15,5,1,51,162,0.314814815,0
South Idlis,malleshwaram,2752,15,2,0,96,280,0.342857143,0
Shree Khana Khazana,"byresandra,tavarekere,madiwala",2736,23,1,0,170,236,0.720338983,0
Karavalli - The Gateway Hotel,brigade road,2731,18,1,0,42,255,0.164705882,1
Night Hunger,bannerghatta road,1959,14,4,0,102,153,0.666666667,0
Cafe Talkhouse,hsr,115,18,4,0,67,136,0.492647059,1
Roll N Roll,kalyan nagar,1154,1,6,1,119,243,0.489711934,0
Biriyani Bhatti,bannerghatta road,1990,21,5,1,122,296,0.412162162,0
Paranthas and Dosas,kalyan nagar,109,12,4,0,77,211,0.36492891,0
Bling - The Zuri,whitefield,1305,8,5,1,205,287,0.714285714,1
Belly Squad Food Truck,banashankari,494,13,6,1,148,196,0.755102041,0
Biswal's Food Circle,kammanahalli,602,1,4,0,164,233,0.703862661,0
Punjab Zone,marathahalli,12,11,0,0,158,210,0.752380952,0
Lahe Lahe Santhe,indiranagar,473,16,5,1,102,277,0.368231047,0
Race Course Restaurant,malleshwaram,1507,18,6,1,197,242,0.814049587,1
The Hub - Ibis Bengaluru,bellandur,2625,8,4,0,28,194,0.144329897,1
Cafe Palmyra,brookefield,2111,22,3,0,137,269,0.50929368,0
Dakshin Cafe,banashankari,945,8,4,0,106,258,0.410852713,1
A1 Hot Dum Biryani,whitefield,846,5,0,0,48,96,0.5,0
Shilpa Veg,brigade road,1473,8,5,1,184,244,0.754098361,1
Mummy's Kitchen,indiranagar,1140,11,5,1,173,203,0.852216749,0
Tarbouche,basavanagudi,2785,0,4,0,14,160,0.0875,0
Cuppa Joy,kalyan nagar,1127,22,4,0,224,239,0.937238494,0
Aniram's,bannerghatta road,528,23,0,0,32,119,0.268907563,0
Roast 'N' Frost,malleshwaram,2607,14,3,0,204,269,0.758364312,0
Aroma Fine Dine,koramangala 4th block,568,15,2,0,144,145,0.993103448,0
Shankar Maanes Kitchen,hsr,1817,16,5,1,26,237,0.109704641,0
Tiger Trail - Ramada Hotel,brigade road,2763,2,3,0,49,293,0.167235495,0
Ice & Cream Creamery,marathahalli,2277,20,3,0,12,150,0.08,1
The Pavillion,bannerghatta road,1650,17,5,1,138,279,0.494623656,1
Ashirvad Resturant,marathahalli,23,22,0,0,117,271,0.431734317,0
Ram Prasad Veg,brigade road,2464,15,4,0,166,271,0.612546125,0
RCS Kitchen,bannerghatta road,2519,22,6,1,57,258,0.220930233,0
Tandoori Paradise,bannerghatta road,1240,15,2,0,27,131,0.20610687,0
Little Bites,brigade road,2111,22,3,0,137,269,0.50929368,0
Basawa Hotel,"byresandra,tavarekere,madiwala",159,14,6,1,43,134,0.320895522,0
Ruchi's Corner,banashankari,511,6,0,0,221,258,0.856589147,0
Babu Moshai,bannerghatta road,823,6,6,1,31,157,0.197452229,0
Ambur Biryani,hsr,760,15,3,0,80,142,0.563380282,0
Chination,"byresandra,tavarekere,madiwala",2138,1,5,1,166,181,0.917127072,0
Halo Chef,koramangala 5th block,2168,7,6,1,61,161,0.378881988,1
Banashankari Restaurant,new bel road,1269,20,3,0,103,105,0.980952381,1
Pepper Pillar,electronic city,798,5,5,1,58,105,0.552380952,0
Chaatimes,bannerghatta road,1270,21,3,0,164,228,0.719298246,0
Eshanya,basavanagudi,2661,20,5,1,158,268,0.589552239,1
PiÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ±ata,bellandur,2213,4,1,0,11,57,0.192982456,0
The Old Fashioned Bar,koramangala 4th block,476,19,5,1,41,148,0.277027027,1
The Bridge Walk Cafe,kalyan nagar,86,13,3,0,124,199,0.623115578,0
Yumlane,whitefield,119,22,4,0,41,202,0.202970297,0
Amour Fine Patisserie,hsr,2594,1,3,0,23,131,0.175572519,0
Shawarma Inc,indiranagar,1313,16,5,1,136,178,0.764044944,0
Matsya Lunch Home,malleshwaram,2453,4,4,0,63,227,0.27753304,0
Simon Says Brew Works,"byresandra,tavarekere,madiwala",36,11,1,0,10,176,0.056818182,0
Pugals Biriyani,electronic city,879,14,1,0,67,265,0.252830189,0
Srinidhi Sagar,rajajinagar,1222,21,1,0,26,197,0.131979695,0
Two States,"byresandra,tavarekere,madiwala",244,3,3,0,204,292,0.698630137,0
Mid-Night Crunch,"byresandra,tavarekere,madiwala",839,22,6,1,99,150,0.66,0
Eden Huts Dhaba,electronic city,1065,8,2,0,164,290,0.565517241,1
Fabelle Chocolate Boutique - ITC Windsor,malleshwaram,1343,22,6,1,48,106,0.452830189,0
B2D Indori Dhaba,koramangala 5th block,494,13,6,1,148,196,0.755102041,0
Up Shawarma,bellandur,2472,23,4,0,242,254,0.952755906,0
The Burger Place,"byresandra,tavarekere,madiwala",152,7,6,1,85,185,0.459459459,1
Phobidden Fruit,indiranagar,1771,18,3,0,108,225,0.48,1
Shilpa Veg,brigade road,1310,13,5,1,31,64,0.484375,0
Udupi Grand Veg,brookefield,259,18,3,0,65,259,0.250965251,1
Spicy Paratha House,bellandur,525,20,0,0,122,285,0.428070175,1
Nirvana Bar - Manipal County,electronic city,761,16,3,0,163,203,0.802955665,0
Utopia,brookefield,1998,5,6,1,176,205,0.858536585,0
The Chefs Specials,whitefield,1660,3,6,1,43,160,0.26875,0
Parivaar,jayanagar,1786,9,4,0,153,296,0.516891892,1
Shan Restaurant,brigade road,1265,16,3,0,211,270,0.781481481,0
Black Rock Cafe,marathahalli,1270,21,3,0,164,228,0.719298246,0
Krishna Grand,"byresandra,tavarekere,madiwala",539,10,1,0,165,204,0.808823529,1
Penta Cafe,brigade road,2403,2,2,0,18,181,0.099447514,0
Cream and Bakes,rajajinagar,2577,8,2,0,102,143,0.713286713,1
The Teal Door Cafe,indiranagar,2223,14,1,0,114,253,0.450592885,0
Tea Totallers,bellandur,1235,10,2,0,75,165,0.454545455,1
Singh Da Dhaba,"byresandra,tavarekere,madiwala",1859,10,0,0,68,256,0.265625,1
Royal Chef Naati Oota,bannerghatta road,1469,4,5,1,75,232,0.323275862,0
Sugarberryz Cakery,brigade road,1188,11,0,0,13,265,0.049056604,0
Yak's Kitchen,brigade road,2521,0,0,0,139,272,0.511029412,0
Cultch Resto Cafe,brookefield,522,17,0,0,23,203,0.113300493,1
Village - The Soul of India,bellandur,1920,23,2,0,104,162,0.641975309,0
Malgudi's Donne Biriyani,malleshwaram,74,1,3,0,143,217,0.658986175,0
Chapter One Bar | Maiin,new bel road,201,8,1,0,75,294,0.255102041,1
Sri Lakshmi Dhaba,bannerghatta road,320,7,6,1,108,205,0.526829268,1
Wild Thyme Restaurant,koramangala 6th block,2189,4,0,0,109,206,0.529126214,0
The Bier Library,koramangala 4th block,1185,8,0,0,190,219,0.867579909,1
Paani Kum Chai,bannerghatta road,1914,17,2,0,125,226,0.553097345,1
Pizza D Italy,"byresandra,tavarekere,madiwala",1800,23,4,0,111,151,0.735099338,0
Kolkata Biriyani,marathahalli,1555,18,1,0,160,175,0.914285714,1
Eat N Drink,hsr,504,23,6,1,142,295,0.481355932,0
"Cakes, Crumbs & Magic",kalyan nagar,1134,5,5,1,35,68,0.514705882,0
Tipsy Bull - The Bar Exchange,bellandur,2403,2,2,0,18,181,0.099447514,0
Thamboola,jayanagar,2715,2,1,0,243,244,0.995901639,0
Shawarma Bite,"byresandra,tavarekere,madiwala",1544,7,1,0,94,296,0.317567568,1
New Limra Hotel,koramangala 7th block,1016,7,0,0,118,182,0.648351648,1
Sri Durga Cane Fresh,"byresandra,tavarekere,madiwala",577,0,3,0,219,224,0.977678571,0
SS Bucket Biryani,frazer town,2048,7,1,0,37,242,0.152892562,1
Konark Vegetarian Restaurant,brigade road,1896,23,1,0,187,202,0.925742574,0
Reddy Hotel,sarjapur road,1896,23,1,0,187,202,0.925742574,0
Arusuvai D' Kitchen,whitefield,2761,0,3,0,184,226,0.814159292,0
Fashion Knack Cafe,brookefield,1589,4,3,0,30,231,0.12987013,0
Habib Shaheb Kolkatta Katti Rolls,brookefield,861,20,0,0,24,80,0.3,1
Malgudi's Donne Biriyani,malleshwaram,2140,3,5,1,51,165,0.309090909,0
Grand Gowdru Hotel,koramangala 4th block,2774,13,3,0,63,107,0.588785047,0
Hotel Thazooq,hsr,1469,4,5,1,75,232,0.323275862,0
Atithi Aharadhama,sarjapur road,573,20,2,0,11,116,0.094827586,1
Cakes By M,bannerghatta road,1395,2,2,0,181,262,0.690839695,0
Kesar Restaurant,bannerghatta road,1004,19,6,1,38,205,0.185365854,1
Shree Ranga Vilas,electronic city,43,18,1,0,41,207,0.198067633,1
Tasty Fast Food,new bel road,1167,14,6,1,16,220,0.072727273,0
Biryani Bazar,indiranagar,2456,7,4,0,58,168,0.345238095,1
Lord Of The Kitchen,banashankari,940,3,4,0,113,133,0.84962406,0
Hotel Thazooq,hsr,1281,8,4,0,11,296,0.037162162,1
Blue Bar - The Taj West End,church street,1712,7,1,0,104,132,0.787878788,1
Madhu's Tandoori Kitchen,marathahalli,1976,7,5,1,98,292,0.335616438,1
PMR Restaurant,whitefield,2019,2,0,0,18,295,0.061016949,0
Prashanth Grand,malleshwaram,2506,9,6,1,158,288,0.548611111,1
Gudguda Prime Cafe,koramangala 4th block,864,23,0,0,165,186,0.887096774,0
Hotel Shruthi,electronic city,1206,5,1,0,132,277,0.476534296,0
Punjabi Corner,bannerghatta road,628,3,5,1,37,182,0.203296703,0
Nandana Mess,sarjapur road,2678,13,6,1,53,193,0.274611399,0
Gowdru Mane Oota,bannerghatta road,2612,19,3,0,21,241,0.087136929,1
Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,indiranagar,365,4,1,0,68,87,0.781609195,0
BTM Bawarchi Biryani,"byresandra,tavarekere,madiwala",816,23,5,1,114,262,0.435114504,0
Shawarma Bae,"byresandra,tavarekere,madiwala",307,18,5,1,110,222,0.495495495,1
District 6 Pub Brewery & Kitchen,malleshwaram,1594,9,3,0,86,264,0.325757576,1
Bonsouth,"byresandra,tavarekere,madiwala",528,23,0,0,32,119,0.268907563,0
Cafeteria Al - Falah,kalyan nagar,1452,11,4,0,163,218,0.747706422,0
Angiie's Cafe,bellandur,629,4,5,1,127,237,0.535864979,0
Nile Garden Restaurant,"byresandra,tavarekere,madiwala",2426,1,3,0,51,136,0.375,0
Chowpatty,"byresandra,tavarekere,madiwala",2621,4,4,0,130,161,0.807453416,0
Hotel Empark,basavanagudi,447,14,4,0,66,147,0.448979592,0
Smacznego,banashankari,1127,22,4,0,224,239,0.937238494,0
Game Of Tandoors,brookefield,535,6,1,0,125,239,0.523012552,0
Sri Lakshmi Dhaba,bannerghatta road,259,18,3,0,65,259,0.250965251,1
Shree Cool Point,banashankari,672,23,6,1,191,193,0.989637306,0
Bearfoot Cafe,"byresandra,tavarekere,madiwala",2182,21,6,1,70,108,0.648148148,0
Taste Of Nawaabs,kalyan nagar,306,17,5,1,49,148,0.331081081,1
Johny's Kitchen,indiranagar,1385,16,1,0,80,175,0.457142857,0
Sattvam Bakes,malleshwaram,857,16,0,0,66,259,0.254826255,0
My Place - Gokulam Grand Hotel & Spa,new bel road,712,15,1,0,195,232,0.840517241,0
The Chameleon,electronic city,2497,0,6,1,53,232,0.228448276,0
De Grand Restaurant,kalyan nagar,2234,1,2,0,106,164,0.646341463,0
Flavor of Tibet,"byresandra,tavarekere,madiwala",236,19,2,0,27,288,0.09375,1
CutePorkie,kalyan nagar,552,23,1,0,136,228,0.596491228,0
Indian Kitchen,malleshwaram,2025,8,0,0,31,254,0.122047244,1
Eatsy,electronic city,2186,1,0,0,89,176,0.505681818,0
Day N Night Kitchen,bannerghatta road,300,11,5,1,61,77,0.792207792,0
Matsya Lunch Home,malleshwaram,2456,7,4,0,58,168,0.345238095,1
Ambur Tasty Biriyani,hsr,2652,11,5,1,45,296,0.152027027,0
Sai Jagannath Food and Chats Point,bannerghatta road,940,3,4,0,113,133,0.84962406,0
Night Food Delivery,indiranagar,642,17,5,1,133,223,0.596412556,1
Kataria's Home Food,koramangala 4th block,753,8,3,0,116,253,0.458498024,1
Shanti Sweets,kammanahalli,408,23,2,0,67,171,0.391812865,0
The Pastry House,electronic city,771,2,4,0,74,218,0.339449541,0
The Deli - The Den Bengaluru,brookefield,1020,11,0,0,13,227,0.057268722,0
Akss - India Reimagined,malleshwaram,475,18,5,1,15,66,0.227272727,1
Cafe Bangalore,kalyan nagar,2290,9,4,0,15,145,0.103448276,1
E - City Combos,electronic city,1279,6,4,0,126,248,0.508064516,0
Jay Bhavani,rajajinagar,1832,7,6,1,38,237,0.160337553,1
